journal;Total_Autores;1936;1937;1938;1939;1940;1941;1942;1943;1944;1945;1946;1947;1948;1949;1950;1951;1952;1953;1954;1955;1956;1957;1958;1959;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012
"Parallel Computing";5795;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;45;111;261;227;249;205;242;207;234;258;165;417;271;256;262;288;241;267;202;206;183;188;218;138;163;207;73
"Computer-Aided Design";5743;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;32;37;0;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;168;146;134;156;209;162;208;180;247;167;174;241;223;290;307;333;310;275;295;278;363;526;190
"IEEE Transactions on Neural Networks";5686;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;337;425;0;372;365;399;336;418;421;456;525;476;486;670;0
"J. Symb. Log.";5669;12;15;11;18;12;13;14;8;5;10;8;12;17;24;23;19;24;34;21;23;34;30;44;24;21;1;32;30;16;30;51;44;58;60;53;62;78;69;91;51;96;70;92;72;62;97;72;151;168;115;119;92;127;152;107;136;116;120;121;109;107;113;134;164;172;176;162;116;128;115;140;146;120;145;130;129;76
"Computers & Chemical Engineering";5590;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;378;685;641;363;425;754;612;605;752;375
"IEEE Trans. Vis. Comput. Graph.";5414;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65;95;78;73;63;76;80;76;139;199;248;570;632;606;582;572;886;374
"Future Generation Comp. Syst.";5300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;106;286;215;260;199;384;323;526;477;381;296;436;551;443;417
"Biological Cybernetics";5159;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;19;18;16;30;39;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;170;261;284;258;242;245;235;239;196;272;238;247;253;243;236;242;182;264;218;221;207;39
"IEEE/ACM Trans. Netw.";5110;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;124;177;208;197;177;174;176;189;195;211;248;299;331;373;327;447;481;465;161
"IEEE Transactions on Systems; Man; and Cybernetics; Part B";5035;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;173;252;216;222;221;233;209;244;425;328;124;412;453;425;429;424;245
"Robotics and Autonomous Systems";5003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;75;24;115;91;69;84;130;213;206;165;226;198;196;223;235;272;221;305;258;295;367;410;307;273
"Fundam. Inform.";4980;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;55;0;0;1;0;0;0;0;0;1;80;61;56;66;92;162;148;119;164;132;145;221;222;231;240;400;399;522;525;366;430;100
"Computer Methods and Programs in Biomedicine";4870;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;258;231;247;235;348;359;403;477;552;429;496;630;205
"J. Comput. Syst. Sci.";4861;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;33;32;57;48;46;58;58;69;81;57;76;75;73;74;63;80;82;73;79;61;69;74;63;71;81;74;120;179;167;128;116;143;130;153;175;173;162;141;186;191;242;92;171;226;222
"Environmental Modelling and Software";4858;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;101;200;167;205;268;350;419;543;576;531;537;716;245;0
"Neural Computation";4775;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;142;155;158;64;38;189;228;210;266;275;282;279;273;241;284;310;294;347;314;292;134
"Speech Communication";4760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;107;56;60;51;0;0;0;129;102;121;171;144;123;166;213;137;136;200;148;206;256;178;269;316;205;217;302;252;259;197
"IEEE Software";4732;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;12;31;35;94;118;103;125;96;53;181;174;171;199;169;168;208;191;205;219;225;245;249;239;260;297;234;264;143
"J. ACM";4725;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;31;52;75;47;77;58;63;54;67;62;77;78;91;75;70;90;73;85;80;104;84;108;89;96;89;110;92;99;87;96;93;79;88;96;82;75;74;91;105;116;102;85;99;78;66;95;92;75;99;74;82;77;78;69;100;81;61;26
"J. Comput. Sci. Technol.";4722;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;101;88;115;149;132;155;159;199;170;300;321;318;323;368;322;283;384;338;319;178
"Advanced Robotics";4692;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74;72;57;59;62;96;83;86;109;103;134;137;319;0;206;243;161;220;137;186;206;276;320;398;379;415;154
"Electronic Notes in Discrete Mathematics";4675;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;190;164;541;146;343;206;620;344;375;297;532;449;468;0
Algorithmica;4673;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58;63;60;73;68;93;121;134;154;114;152;179;174;173;171;200;251;203;143;124;219;213;234;250;335;406;308
"J. Comput. Physics";4668;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1339;1372;1291;666
"Artif. Intell.";4660;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;22;21;15;23;33;20;53;32;13;45;37;34;43;49;61;50;71;85;94;105;118;144;180;145;211;215;193;192;194;172;156;189;169;150;170;117;142;188;181;187;231;97
"J. UCS";4570;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;133;88;145;135;129;152;150;146;223;235;306;271;347;621;493;474;357;151
"EURASIP J. Wireless Comm. and Networking";4565;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;219;286;411;537;661;1013;968;470
"IEEE Transactions on Information Technology in Biomedicine";4544;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;105;180;110;146;132;150;147;188;250;359;320;436;529;773;475;244
JASIST;4496;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;251;239;271;306;319;422;492;471;531;531;484;179
"Mathematics and Computers in Simulation";4444;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;285;370;457;255;362;277;627;628;511;502;162
"Systems and Computers in Japan";4410;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;377;343;386;402;302;438;401;434;427;450;450;0;0;0;0;0
"Inf. Process. Manage.";4396;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;53;47;72;44;32;41;47;55;77;61;70;81;83;108;87;84;100;107;111;103;116;133;112;101;117;115;103;108;144;232;280;369;314;153;173;208;124
"Computers & Education";4349;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;128;124;137;122;148;136;332;590;601;784;660;587
"Electronic Colloquium on Computational Complexity (ECCC)";4312;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53;138;145;124;165;107;192;212;137;183;276;354;357;300;235;335;461;384;154
"The Visual Computer";4260;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57;82;44;82;76;66;77;71;98;57;70;85;64;82;106;83;120;90;116;120;262;311;298;351;339;463;337;253
"Med. Biol. Engineering and Computing";4168;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;465;497;538;589;568;612;658;241
"IEEE Transactions on Systems; Man; and Cybernetics; Part A";4162;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;189;153;190;182;206;200;200;213;197;241;297;266;345;364;358;350;211
"Concurrency and Computation: Practice and Experience";4128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;179;280;184;60;52;423;598;540;535;548;555;174
JAMIA;4106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;354;464;517;513;561;565;728;404
"IBM Systems Journal";4103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;30;29;30;22;26;41;32;21;26;31;35;26;42;27;28;34;45;54;47;40;57;49;44;57;66;77;83;76;83;108;57;116;177;78;125;94;95;205;244;185;203;221;238;238;262;190;0;0;0;0
"Computers in Human Behavior";4087;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;101;123;133;112;150;179;482;510;432;577;792;496
"Inf. Comput.";4024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93;79;129;101;126;108;141;180;355;179;111;117;137;133;166;219;199;158;155;137;162;190;150;182;199;118
"Appl. Soft Comput.";4009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;41;95;131;91;55;301;444;396;341;1579;490
"Int. J. Comput. Math.";3981;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65;0;0;234;285;319;308;180;320;327;412;613;705;213
"Procedia CS";3978;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1189;2605;184
"I. J. Medical Informatics";3973;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;199;205;364;347;421;311;412;348;408;422;436;100
"Annals OR";3959;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;146;0;0;0;0;0;0;22;302;290;222;273;328;342;279;335;322;446;467;185
"Computer Vision and Image Understanding";3953;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;135;138;242;276;197;180;153;88;143;189;197;181;233;286;315;371;421;208
"J. Inf. Sci. Eng.";3950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;9;21;12;55;52;66;71;70;69;77;80;78;109;111;120;135;197;170;172;185;264;332;332;317;412;338;85
"J. Comb. Theory; Ser. B";3938;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;87;99;92;81;79;62;92;80;83;74;85;89;108;94;101;105;113;124;109;121;113;107;107;108;129;138;134;145;118;135;141;182;150;128;77;98
"Eur. J. Comb.";3933;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;98;87;0;107;116;154;129;168;185;177;150;204;169;206;354;349;366;397;277;240
"International Journal of Computer Vision";3886;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;33;50;47;34;77;53;55;93;105;126;123;153;167;119;192;144;181;147;254;306;304;263;312;291;245
"Journal of Intelligent and Robotic Systems";3879;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;58;56;48;86;93;105;107;150;130;143;166;156;171;189;178;126;151;157;193;193;272;271;391;248
"Information & Software Technology";3825;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;139;171;173;204;217;209;213;218;227;189;265;231;253;366;284;305;158
"Decision Support Systems";3818;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;176;139;119;178;215;299;425;466;436;358;302;458;247
"IEEE Transactions on Multimedia";3796;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72;55;110;128;117;233;332;361;462;498;430;263;442;293
"J. Computational Applied Mathematics";3762;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;583;1486;1314;379
"Computers & Geosciences";3760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;328;442;313;456;700;485;699;337
"I. J. Robotic Res.";3724;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;75;82;0;0;0;89;101;83;114;0;190;197;148;199;162;213;193;239;234;216;330;339;340;121
"IEEE Transactions on Robotics";3719;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;245;259;276;324;183;355;78;349;433;436;303;334;144
"J. Solid-State Circuits";3685;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1392;1547;746
"IEEE Transactions on Audio; Speech & Language Processing";3679;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;631;637;427;397;578;483;526
IJPRAI;3632;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;110;171;189;113;109;172;152;145;163;172;165;188;245;167;220;210;288;256;185;212;0
"Multimedia Tools Appl.";3625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;58;105;63;92;117;111;106;112;112;170;216;217;269;328;435;604;466
"J. Symb. Comput.";3620;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;44;67;82;123;125;105;103;131;102;125;131;133;131;121;165;147;141;132;151;147;156;124;96;255;188;218;131
"Math. Comput.";3611;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;188;188;180;180;180;184;196;218;221;223;219;235;256;249;234;255;205
"Math. Program.";3585;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;128;187;197;225;175;118;196;114;168;0;0;0;125;237;174;197;260;128;169;215;222;218;132
"Perform. Eval.";3577;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56;35;41;46;36;32;34;42;63;42;69;80;59;132;99;172;79;102;111;140;135;198;157;182;242;166;200;150;150;232;238;57
"AI Magazine";3575;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;9;28;46;38;66;75;48;65;69;66;85;58;80;72;108;65;112;167;104;188;157;204;144;184;205;194;183;160;194;205;173;0
"Electr. J. Comb.";3568;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;45;94;83;88;85;114;141;127;112;206;208;263;198;387;395;457;537;8
"SIAM J. Discrete Math.";3555;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99;97;93;98;102;104;131;96;104;89;107;89;105;117;78;131;157;178;176;163;298;274;311;280;78
"J. Electronic Imaging";3529;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;105;80;87;100;125;120;210;135;157;279;133;206;237;245;273;225;388;220;204;0;0
"Data Knowl. Eng.";3523;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;0;32;34;49;36;70;56;62;64;73;82;104;145;106;123;136;148;152;163;173;205;439;339;251;224;158;65
"Int. J. Systems Science";3508;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;298;322;221;313;0;0;0;0;230;251;209;265;289;339;506;265
JACIII;3508;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;83;194;161;122;53;143;252;246;344;488;219;263;324;501;68
"Artificial Intelligence in Medicine";3488;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54;58;70;86;75;84;80;80;152;131;137;130;170;172;182;206;207;203;215;200;246;246;198;106
"Information & Management";3486;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;33;35;39;50;38;45;43;75;68;89;88;91;103;106;120;115;125;125;107;90;100;119;85;106;89;157;160;163;191;157;157;145;102;121;37
JCP;3481;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;139;227;303;516;700;1074;522
"Knowl.-Based Syst.";3471;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;59;57;65;70;68;99;46;151;94;135;127;143;130;85;111;193;187;266;204;322;379;425
"Discrete & Computational Geometry";3424;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51;39;55;96;67;58;106;104;108;136;88;109;145;144;163;159;138;143;160;153;138;179;153;203;233;178;118
